"Collection Name","Title#1","Subtitle#1","Alternative Title#1","Alternative Title#1$2","Alternative Title#1$1","Alternative Title#1$4","Alternative Title#1$3","Title#2","Name Part#1","Name Part Date#1","Name Display Form#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Name Part#2","Name Part Date#2","Name Display Form#2","Name Role Term Text#2","Name Authority#2","Name Part#3","Name Part Date#3","Name Display Form#3","Name Authority#3","Name Part#4","Name Part Date#4","Name Display Form#4","Name Authority#4","Name Part#5","Name Display Form#5","Name Authority#5","Type of Resource#1","Genre#1","Genre Authority#1","Genre Type#1","Place Term#1","Place Term Type#1","Place Term Authority#1","Publisher#1","Publisher#1$1","Publisher#1$2","Date Issued#1","Date Issued#1$1","Date Issued#1$2","Date Created#1","Date Captured#1","Edition#1","Place Term#2","Place Term Type#2","Place Term Authority#2","Publisher#2","Date Issued#2","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Physical Description Note#1","Note#1","Note#2","Note#3","Note#4","Note#5","Note#6","Note#7","Note#8","Note#9","Note#10","Note#11","Subject Topic#1","Subject Topic#1$4","Subject Topic#1$3","Subject Topic#1$6","Subject Topic#1$5","Subject Topic#1$8","Subject Topic#1$7","Subject Topic#1$9","Subject Topic#1$2","Subject Topic#1$1","Subject Authority#1","Subject Geographic#1","Subject Geographic Authority#1","Subject Temporal#1","Subject Temporal Authority#1","Subject Title Info#1","Subject Name#1$1","Subject Name#1$2","Subject Geographic Code#1","Subject Geographic Code Authority#1","Subject Genre#1$2","Subject Genre#1$1","Subject Genre#1$3","Subject Genre#1","Subject Genre Authority#1","Subject Cartographics Scale#1","Subject Cartographics Scale#1$1","Subject Cartographics Scale#1$2","Subject Cartographics Coordinates#1$1","Subject Cartographics Coordinates#1$2","Subject Cartographics Coordinates#1","Subject Geographic#2","Subject Geographic Authority#2","Subject Geographic#3","Subject Geographic Authority#3","Subject Geographic#4","Subject Geographic Authority#4","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Identifier#1","Identifier Type#1","Identifier URI#1","Physical Location#1","Physical Location Type#1","Shelf Identifier#1","Location URL#1","Rights#1","Rights#2","Rights#3","Rights#4","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Colorado Historical Maps","Denver land district","","","","","","","","Dougal, Louis","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","Denver Litho. Co.","","","Between 1887 and 1889","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map; 28 X 46 cm","reformatted digital","","Relief shown by hachures.","Date derived from counties shown. Logan and Washington Counties (created in 1887) are shown, and Morgan County (created in 1889), is not shown.","Shows Larimer, Weld, Logan, Washington, Arapahoe, Elbert, Douglas, and parts of Jefferson and Boulder, counties.","Includes text with caption: ""How to secure title to government land in Colorado.""","","","","","","","","","","","","","","","","Public lands--Colorado--Maps","Counties--Colorado--Maps","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale not given.","","","","","W 106°40'40""--W 102°02'27""/N 41°00'12""--N 39°07'20""","","","","","","","","","","","maps_coHistorical_denverLandDis_front_d.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10132786~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1887 .D46","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","71","4557","maps_coHistorical_denverLandDis_front_d.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~71~189751"
"Colorado Historical Maps","Drumm's pocket map of Boulder County Colorado","","","","","","","","Drumm, Henry A. ","1857-1937","Drumm, Henry A., 1857-1937","cartographer","","http://id.loc.gov/authorities/names/no2010073065","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Boulder (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79091289","Henry A. Drumm","","","","1904","1906","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: blueline; on sheet 54 x 73 cm, folded in cover to 19 x 10 cm","reformatted digital","","Relief shown by hachures and spot heights.","Shows wagon roads, gold and silver mines, public schools and districts, oil wells, and coal mines. Also shows township, range, and section grid.","Includes ""Leading facts and features,"" and 3 tables.","Blueline print.","""Compiled, drawn, and published by the author at Boulder, Colorado.""","CU Libraries copy includes 1 leaf previously attached to map showing list of ""Estimated capacities of reservoir sites and lakes. Available for use of the Alpa Ditch and Pipe Lines."" C.U. copy of map was folded but lacks cover.","","","","","","","","","","","","","","","","lcsh","Boulder County (Colorado, United States, North America) (civil)","GNIS: 198122","","","","","","","","","","","Maps","lcgft","Scale 1:96,000. 1 inch = 8,000 feet","","","","","W 105°41'39""--W 105°03'00""/N 40°15'46""--N 39°54'42""","","","","","","","","","","","maps_coHistorical_drummsBoulder1906.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10154105~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6 1906 .D7","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","81","4557","maps_coHistorical_drummsBoulder1906.jp2|maps_coHistorical_drummsBoulder1906_suppl.jp2",""
"Colorado Historical Maps","Drumm's pocket map of Boulder County Colorado","","","","","","","","Drumm, Henry A.","1857-1937","Drumm, Henry A., 1857-1937","cartographer","","http://id.loc.gov/authorities/names/no2010073065","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Boulder (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79091289","Henry A. Drumm","","","","1904","1905","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: blueline; 50 x 70 cm, on sheet 55 x 74 cm, folded to 19 x 10 cm","reformatted digital","","Relief shown by hachures and spot heights.","Shows wagon roads, gold and silver mines, public schools and districts, oil wells, and coal mines. Also shows township, range, and sections.","Includes ""Leading facts and features,"" and 3 tables.","Blueline print.","""Compiled, drawn, and published by the author at Boulder, Colorado.""","CU Libraries copy includes 1 leaf attached to map showing list of ""Estimated capacities of reservoir sites and lakes. Available for use of the Alpha Ditch and Pipe Lines."" This copy shows handwritten notes in red and black ink regarding dam site capacity with areas hand-colored in green, yellow, and light red.","","","","","","","","","","","","","","","","lcsh","Boulder County (Colorado, United States, North America) (civil)","GNIS: 198122","","","","","","","","","","","Maps","lcgft","Scale 1:96,000. 1 inch = 8,000 feet","","","","","W 105°41'39""--W 105°03'00""/N 40°15'46""--N 39°54'42""","","","","","","","","","","","maps_coHistorical_drummsBoulder1905.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10154075~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6 1905 .D7","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","77","4557","maps_coHistorical_drummsBoulder1905.jp2|maps_coHistorical_drummsBoulder1905_index.jp2",""
"Colorado Historical Maps","Drumm's pocket map of Boulder County Colorado","","","","","","","","Drumm, Henry A.","1857-1937","Drumm, Henry A., 1857-1937","cartographer","","http://id.loc.gov/authorities/names/no2010073065","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Boulder (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79091289","Henry A. Drumm","","","","1904","1914","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: blueline; 50 x 70 cm, on sheet 54 x 74 cm, folded to 19 x 10 cm","reformatted digital","","Relief shown by hachures and spot heights.","""""Revised July 1, '09. Rev. Feb. '14.""--Lower right margin.""","Shows wagon roads, gold and silver mines, public schools and districts, oil wells, and coal mines. Also shows township, range, and sections.","Includes ""Leading facts and features,"" and 3 tables.","Blueline print.","""Compiled, drawn, and published by the author at Boulder, Colorado.""","CU Libraries copy shows handwritten notes in red ink: ""McLeod townsite and resort (in red above)"" with areas circled in red near Eldora and Nederland.","","","","","","","","","","","","","","","","Boulder County (Colorado, United States, North America) (civil)","GNIS: 198122","","","","","","","","","","","Maps","lcgft","Scale 1:96,000. 1 inch = 8,000 feet","","","","","W 105°41'39""--W 105°03'00""/N 40°15'46""--N 39°54'42""","","","","","","","","","","","maps_coHistorical_drummsBoulder1914.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10154073~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6 1914 .D7","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","76","4557","maps_coHistorical_drummsBoulder1914.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~76~189746"
"Colorado Historical Maps","Drumm's mining map of Magnolia and vicinity : situate in Boulder County, Colorado : showing mining claims approved for patent by U.S. Surveyor General of Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","","Geographic","http://id.loc.gov/authorities/names/n79018774","","","","","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","","","reformatted digital","","","","","","","","","","","","","","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","already in Mining maps coll?.jp2","","Catalog record:","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6H1 1927 .D7","","[Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.]","","","","174","4742","","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~174~"
"Colorado Historical Maps","Elizabethtown ","[Colorado]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Place of publication not given]","","","[Publisher not identified]","","","","","","[1867?]","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 manuscript map : ink on drafting cloth ; 39 x 49 cm","reformatted digital","","Date derived from source indicating Elizabethtown was surveyed and platted in 1867 and was incorporated with the older camp of Georgetown","Shows lot and block numbers between south fork of Clear Creek and west fork of Clear Creek, from Hill St. in the west to Tows St. in the east, and Alpine Street in the north to Hale Street in the south. Also shows locations of Republican Mountain, Burrill Mt., and Alpine Mt","North oriented to upper left","Manuscript map drawn in black ink","""North 15 1/4 East. South 74 3/4 East.""","","","","","","","Streets--Colorado--Georgetown--Maps","","","","","","","","","","lcsh","Georgetown (Clear Creek, Colorado, United States, North America) (populated place)","GNIS: 181892","","","","","","","","","","","Maps","lcgft","Scale approximately 1:1,200. 100 ft. = 1 in.","","","","","(W 105°41'58""--W 105°41'40""/N 39°42'25""--N 39°42'12"")","","","","","","","","","","","maps_coHistorical_elizabethtown.jp2","local","Catalog record: https://libraries.colorado.edu/record=b10264936","Jerry Crail Johnson Earth Sciences & Map Library","current","G4314.G3G46 1867 .E4","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","157","4742","maps_coHistorical_elizabethtown.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~157~223194"
"Colorado Historical Maps","Geologic map of the vicinity of Boulder, Colorado [tan]","","","","","","","","Watts, Hugh F.","","","cartographer","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Colorado?]","Geographic","http://id.loc.gov/authorities/names/n80125532","Hugh F. Watts","","","[1900]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map : colored ; 86 x 63 cm","reformatted digital","","Blueline print with hand coloring"," ""Surveyed in 1900.""","Shows jura-trias and cretaceous rocks, mines and quarries, lime kilns, and triangulation stations","Township and range grid","","","","","","","","Geology--Colorado--Boulder County--Maps","","","","","","","","","","lcsh","Boulder County (Colorado, United States, North America) (civil)","GNIS: 198122","","","","","","","","","","","Maps","lcgft","Scale approximately 1:10,400","","","","","(W 105°21'00""--W 105°17'20""/N 40°02'25""--N 39°58'45"")","","","","","","","","","","","maps_coHistorical_geologicVicinity1900b_d.jpg","local","Catalog record: https://libraries.colorado.edu/record=b10874681","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6C5 1900 .W38","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","119","4742","maps_coHistorical_geologicVicinity1900b_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~119~232502"
"Colorado Historical Maps","Geologic map of the vicinity of Boulder, Colorado [white]","","","","","","","","Watts, Hugh F.","","","cartographer","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Colorado?]","Geographic","http://id.loc.gov/authorities/names/n80125532","Hugh F. Watts","","","[1900]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map ; 88 x 65 cm","reformatted digital","","Blackline print on surveyor's cloth","""Surveyed in 1900.""","Shows jura-trias and cretaceous rocks, mines and quarries, lime kilns, and triangulation stations","Township and range grid","","","","","","","","","","","","","","","","Geology--Colorado--Boulder County--Maps","Geology","lcsh","Boulder County (Colorado, United States, North America) (civil)","GNIS: 198122","","","","","","","","","","","Maps","lcgft","Scale [ca. 1:10,400]","","","","","(W 105°21'00""--W 105°17'20""/N 40°02'25""--N 39°58'45"")","","","","","","","","","","","maps_coHistorical_geologicVicinity1900a_d.jpg","local","Catalog record: https://libraries.colorado.edu/record=b3824977","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6C5 1900 .W3","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","120","4742","maps_coHistorical_geologicVicinity1900a_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~120~232503"
"Colorado Historical Maps","Gold and silver mining districts reached via Union Pacific Railroad : [western United States]","[western United States]","Western El' Dorado gold and silver mining districts : reached via Union Pacific Railroad","","","","","","Union Pacific Railroad Company","","Union Pacific Railroad Company","","","http://id.loc.gov/authorities/names/n81029000","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Omaha (Neb.)?]","Geographic","http://id.loc.gov/authorities/names/n79045127","Union Pacific Railroad","","","[1896 or 1897?]","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map : color ; 40 x 88 cm, folded to 24 x 10 cm","reformatted digital","","Relief shown pictorially","Date derived from latest date in verso text, 1896, indicating mining output of Cripple Creek district","Bird's-eye view showing the route from Kansas City, Kansas to Helena, Montana and Frisco, Utah, including Denver and Pueblo, Colorado","""A list of some of the gold and silver districts"" are named in bottom margin and keyed to map","Text and illustrations on verso about the mining districts","Verso panel title area includes logo for ""Union Pacific, the overland Route, world's pictorial line.""","Manufacture info: Chicago, Rand McNally & Co., Printers","","","","","","Railroads","Mining districts--West (U.S.)--Maps","","","","","","Railroads--West (U.S.)--Maps","Union Pacific Railroad Company","lcsh","West United States (North America) (general region)","http://id.worldcat.org/fast/1243255","","","","","","","","Maps","Pictorial maps","Aerial views","","lcgft","Not drawn to scale","","","","","","","","","","","","","","","","maps_coHistorical_1896_goldSilverViaUPRR_d.jp2","local","Catalog record: https://libraries.colorado.edu/record=b10873497","Jerry Crail Johnson Earth Sciences & Map Library","current","G4051.P3 1896 .U5","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","175","4742","maps_coHistorical_1896_goldSilverViaUPRR_back_d.jp2|maps_coHistorical_1896_goldSilverViaUPRR_d.jp2",""
"Colorado Historical Maps","Greeley and additions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","","Geographic","http://id.loc.gov/authorities/names/n79018774","","","","","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","","","reformatted digital","","","","","","","","","","","","","","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","maps_coHistorical_greeleyLittell1916_d.jp2","","Catalog record: https://libraries.colorado.edu/record=b10532641","Jerry Crail Johnson Earth Sciences & Map Library","current","G4314.G8G46 1916 .L5","","[Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.]","","","","172","4742","maps_coHistorical_greeleyLittell1916_d.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~172~287340"
"Colorado Historical Maps","Map of Boulder County Colorado","","","","","","","","Handy, H. P.","","Handy, H. P.","","","http://id.loc.gov/authorities/names/no2008131843","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","[Boulder (Colo.)]","Geographic","http://id.loc.gov/authorities/names/n79091289","[Publisher not identified]","","","1888","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 175 x 127 cm","reformatted digital","","""Map of Boulder County Colorado. Drawn for the Board of County Commissioners from County records and U.S. Surveys by H.P. Handy December 1888. Scale: 2 Inches Per Mile. Reference: County Roads are colored Brown; School Districts are colored Red; Road Districts are colored Blue on boundary lines.""","Relief shown by hachures.","""December 1888.""","""County roads are colored brown; School districts [are colored] red; Road districts [are colored] blue on boundary lines.""","","","","","","","","","","","","","","","","","","","Boulder County (Colorado, United States, North America) (civil)","GNIS: 198122","","","","","","","","","","","","","Scale [1:126,720], 2 inch per mile","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","map 400.jp2","local","Catalog record: http://libraries.colorado.edu/record=b4938419~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.B6 1888 .H3","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","33","4545","maps_coHistorical_map_400.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~33~155835"
"Colorado Historical Maps","Map of Brown, Sherman, Republican and Leavenworth Mountains, Colorado","","","","","","","","Willits, W. C.","1847-1901","Willits, W. C. (Warren C.), 1847-1901","compilers (makers of works)","","http://id.loc.gov/authorities/names/no2017164775","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Denver (Colo.)","Geographic","http://id.loc.gov/authorities/names/n79055157","[Publisher not identified]","","","1878","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","2 maps on one sheet; 49 x 94 cm and 31 x 82 cm on sheet 90 x 99 cm","reformatted digital","","Contents: Map of Brown, Sherman, Republican and Leavenworth Mountains -- Map of Georgetown.","Relief shown by hachures.","Shows mining claims, mill sites, Silver Plume, Georgetown, roads & creeks.","Includes advertising sponsors.","Second map on recto: Map of Georgetown [Colorado]; oriented with north to right; scale [1:3600]; 31 x 82 cm.; showing wards, lot numbers, business and government buildings, creeks, railroads, some fringe mines, and Republican, Democrat, and Griffith Mountains.","","","","","","","","","Mineral industries--Colorado--Clear Creek County--Maps","","","","","","Mineral industries--Colorado--Georgetown--Maps","Real property--Colorado--Georgetown--Maps","lcsh","Georgetown (Clear Creek, Colorado, United States, North America) (populated place)","GNIS: 181892","","","","","","","","","","","Maps","lcgft","","Scale 1:6000, 1 inch to 500 feet","Scale 1:3600, 1 inch to 300 feet","W 105°45'40""--W 105°41'35""/N 39°42'25""--N 39°41'30""","W 105°42'00""--W 105°41'20""/N 39°42'59""--N 39°42'10""","","","","","","","","","","","","maps_coHistorical_Willits_1878.jp2","local","Catalog record: http://libraries.colorado.edu/record=b8858973~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4313.C4H2 1878 .W5","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","8","4545","maps_coHistorical_Willits_1878.jp2","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~8~151312"
"Colorado Historical Maps","Map of Colorado","","","","","","","","Cram, George Franklin","1841-1928","Cram, George Franklin, 1841-1928","","","http://id.loc.gov/authorities/names/n50020619","George F. Cram Company","","","","http://id.loc.gov/authorities/names/n50017136","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Chicago (Ill.)","Geographic","http://id.loc.gov/authorities/names/n78086438","Trans-Continental Freight Co.","","","Between 1902 and 1908","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map: color; 35 x 51 cm, on sheet 42 x 56 cm, folded in cover to 23 x 11 cm","reformatted digital","","Relief shown by hachures.","""Longitude west from Greenwich"" at top of map, and ""Longitude west from Washington"" at bottom.","CU Libraries copy has handwritten in pencil on panel, ""1907.""","Title from panel.","Date derived from presence of Adams and Washington Counties, created in 1902, and presence of lower southern section of Jefferson county which later became part of Park County in 1908.","Shows roads, railroads, and counties in color.","On verso: index to counties and towns keyed to location on map.","Panels contain advertising for the Trans-Continental Freight Co. including locations and household moving information.","At head of map: ""Compliments of Trans-Continental Freight Co. Incorporated. New York, Grand Rapids, 215 Dearborn Street Chicago, San Francisco, Los Angeles.""","""George F. Cram, engraver & publisher, Chicago, Ill.""--Lower right margin.","","","","","","","","","","","","lcsh","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:1,393,020, approximately 22 miles to 1 inch","","","","","W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00""","","","","","","","","","","","maps_coHistorical_transContFreightCO1907.jp2","local","Catalog record: http://libraries.colorado.edu/record=b10154089~S3","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1902 .C73","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","78","4557","maps_coHistorical_transContFreightCO1907.jp2|maps_coHistorical_transContFreightCO1907_back.jp2",""
"Colorado Historical Maps","Map of Colorado","With population and location of principal towns and cities, according to latest reliable statistics","Colorado","","","","","","Kenyon Printing & Mfg Co.","","Kenyon Printing & Mfg Co.","","","http://id.loc.gov/authorities/names/n2007052550","De Weese, Dall","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","Des Moines (Iowa)","Geographic","http://id.loc.gov/authorities/names/n79081388","Kenyon Printing & Mfg Co.","","","","1902","1905","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","image/jp2","1 map : color ; 33 x 44 cm, folded in cover 14 x 8 cm","reformatted digital","","Relief shown by hachures","Shows railroad lines, township and range lines, and congressional districts","Includes red overprint about ""the De Weese fruit lands"" and Canon City, Colorado","Index and population statistics on verso","""Compliments of Dall De Weese, Canon City, Colorado""--Cover","Statistics on Fremont County, Colorado on page 2 of cover","","","","","","","","","","","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://id.loc.gov/authorities/names/n80125532","","","","","","","","","","","Maps","lcgft","Scale approximately 1:1,550,000","","","","","(W 109⁰07ʹ--W 102⁰00ʹ/N 41⁰00ʹ--N 37⁰00ʹ)","","","","","","","","","","","maps_coHistorical_1905_DeWeeseFruitLands_d.jp2","local","Catalog record: https://libraries.colorado.edu/record=b10816114","Jerry Crail Johnson Earth Sciences & Map Library","current","G4310 1905 .K45","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information. URI: http://rightsstatements.org/vocab/NoC-US/1.0/","","","","199","4742","maps_coHistorical_1905_DeWeeseFruitLands_book_001_d.jp2|maps_coHistorical_1905_DeWeeseFruitLands_book_004_d.jp2|maps_coHistorical_1905_DeWeeseFruitLands_book_003_d.jp2|maps_coHistorical_1905_DeWeeseFruitLands_book_002_d.jp2|maps_coHistorical_1905_DeWeeseFruitLands_d.jp2|maps_coHistorical_1905_DeWeeseFruitLands_back_d.jp2|maps_coHistorical_1905_DeWeeseFruitLands_book_d.pdf",""
"Colorado Historical Maps","Map of Colorado Springs, Colorado City and vicinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cartographic image","map","http://id.loc.gov/vocabulary/marcgt/map","marcgt","","Geographic","http://id.loc.gov/authorities/names/n79018774","","","","","","","","","","","","","","","English","eng","ISO639-2","text","cartographic material","lcgft","","","reformatted digital","","","","","","","","","","","","","","","","","","","","","","","lcsh","","","","","","","","","","","","","Maps","lcgft","","","","","","","","","","","","","","","","","maps_1895_coSpringsManitouOffer.jp2","","Catalog record: https://libraries.colorado.edu/record=b10236990","Jerry Crail Johnson Earth Sciences & Map Library","current","G4314.C5P2 1895 .C3","","[Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.]","","","","189","4742","","https://cudl.colorado.edu//luna/servlet/detail/CUB~13~13~189~"
